,State,Gender,Specialty,OpioidP,NumGender,NumState,NumSpeciality,StateNumber,StateName,Population,Deaths
14606,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14607,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14608,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14609,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14610,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14611,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14612,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14613,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14614,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14615,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14616,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14617,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14618,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14619,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14620,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14621,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14622,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14623,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14624,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14625,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14626,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14627,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14628,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14629,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14630,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14631,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14632,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14633,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14634,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14635,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14636,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14637,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14638,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14639,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14640,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14641,NJ,M,Pain.Management,1,2,32,3,30,New Jersey,8899339,1253
14642,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14643,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14644,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14645,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14646,NJ,F,Surgeon,1,1,32,1,30,New Jersey,8899339,1253
14647,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14648,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14649,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14650,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14651,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14652,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14653,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14654,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14655,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14656,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14657,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14658,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14659,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14660,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14661,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14662,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14663,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14664,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14665,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14666,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14667,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14668,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14669,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14670,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14671,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14672,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14673,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14674,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14675,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14676,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14677,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14678,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14679,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14680,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14681,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14682,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14683,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14684,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14685,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14686,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14687,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14688,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14689,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14690,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14691,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14692,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14693,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14694,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14695,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14696,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14697,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14698,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14699,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14700,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14701,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14702,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14703,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14704,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14705,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14706,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14707,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14708,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14709,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14710,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14711,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14712,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14713,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14714,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14715,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14716,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14717,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14718,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14719,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14720,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14721,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14722,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14723,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14724,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14725,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14726,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14727,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14728,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14729,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14730,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14731,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14732,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14733,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14734,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14735,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14736,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14737,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14738,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14739,NJ,M,Surgeon,0,2,32,1,30,New Jersey,8899339,1253
14740,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14741,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14742,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14743,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14744,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14745,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14746,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14747,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14748,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14749,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14750,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14751,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14752,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14753,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14754,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14755,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14756,NJ,M,Surgeon,0,2,32,1,30,New Jersey,8899339,1253
14757,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14758,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14759,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14760,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14761,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14762,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14763,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14764,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14765,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14766,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14767,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14768,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14769,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14770,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14771,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14772,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14773,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14774,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14775,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14776,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14777,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14778,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14779,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14780,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14781,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14782,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14783,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14784,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14785,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14786,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14787,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14788,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14789,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14790,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14791,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14792,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14793,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14794,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14795,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14796,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14797,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14798,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14799,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14800,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14801,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14802,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14803,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14804,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14805,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14806,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14807,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14808,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14809,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14810,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14811,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14812,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14813,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14814,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14815,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14816,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14817,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14818,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14819,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14820,NJ,F,General,1,1,32,4,30,New Jersey,8899339,1253
14821,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14822,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14823,NJ,M,General,1,2,32,4,30,New Jersey,8899339,1253
14824,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14825,NJ,M,Surgeon,1,2,32,1,30,New Jersey,8899339,1253
14826,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14827,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14828,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14829,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14830,NJ,F,General,0,1,32,4,30,New Jersey,8899339,1253
14831,NJ,F,other,0,1,32,2,30,New Jersey,8899339,1253
14832,NJ,M,General,0,2,32,4,30,New Jersey,8899339,1253
14833,NJ,M,other,1,2,32,2,30,New Jersey,8899339,1253
14834,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14835,NJ,M,other,0,2,32,2,30,New Jersey,8899339,1253
14836,NJ,F,other,1,1,32,2,30,New Jersey,8899339,1253
14837,NM,M,Surgeon,1,2,33,1,31,New Mexico,2085287,547
14838,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14839,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14840,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14841,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14842,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14843,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14844,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14845,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14846,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14847,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14848,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14849,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14850,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14851,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14852,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14853,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14854,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14855,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14856,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14857,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14858,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14859,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14860,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14861,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14862,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14863,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14864,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14865,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14866,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14867,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14868,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14869,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14870,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14871,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14872,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14873,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14874,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14875,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14876,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14877,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14878,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14879,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14880,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14881,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14882,NM,M,Surgeon,1,2,33,1,31,New Mexico,2085287,547
14883,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14884,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14885,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14886,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14887,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14888,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14889,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14890,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14891,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14892,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14893,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14894,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14895,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14896,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14897,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14898,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14899,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14900,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14901,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14902,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14903,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14904,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14905,NM,M,Pain.Management,1,2,33,3,31,New Mexico,2085287,547
14906,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14907,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14908,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14909,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14910,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14911,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14912,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14913,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14914,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14915,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14916,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14917,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14918,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14919,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14920,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14921,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14922,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14923,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14924,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14925,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14926,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14927,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14928,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14929,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14930,NM,M,Surgeon,1,2,33,1,31,New Mexico,2085287,547
14931,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14932,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14933,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14934,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14935,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14936,NM,M,Surgeon,1,2,33,1,31,New Mexico,2085287,547
14937,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14938,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14939,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14940,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14941,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14942,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14943,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14944,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14945,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14946,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14947,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14948,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14949,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14950,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14951,NM,M,Surgeon,1,2,33,1,31,New Mexico,2085287,547
14952,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14953,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14954,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14955,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14956,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14957,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14958,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14959,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14960,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14961,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14962,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14963,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14964,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14965,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14966,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14967,NM,F,General,0,1,33,4,31,New Mexico,2085287,547
14968,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14969,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14970,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14971,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14972,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14973,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14974,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14975,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14976,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14977,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14978,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14979,NM,M,General,0,2,33,4,31,New Mexico,2085287,547
14980,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
14981,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14982,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14983,NM,M,other,1,2,33,2,31,New Mexico,2085287,547
14984,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14985,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14986,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14987,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14988,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
14989,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14990,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14991,NM,F,other,1,1,33,2,31,New Mexico,2085287,547
14992,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14993,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14994,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14995,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14996,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
14997,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14998,NM,M,General,1,2,33,4,31,New Mexico,2085287,547
14999,NM,M,other,0,2,33,2,31,New Mexico,2085287,547
15000,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
15001,NM,F,other,0,1,33,2,31,New Mexico,2085287,547
15002,NM,F,General,1,1,33,4,31,New Mexico,2085287,547
15003,NV,F,General,1,1,34,4,28,Nevada,2790136,545
15004,NV,M,General,1,2,34,4,28,Nevada,2790136,545
15005,NV,F,General,0,1,34,4,28,Nevada,2790136,545
15006,NV,M,General,1,2,34,4,28,Nevada,2790136,545
15007,NV,F,General,1,1,34,4,28,Nevada,2790136,545
15008,NV,F,General,1,1,34,4,28,Nevada,2790136,545
15009,NV,F,other,1,1,34,2,28,Nevada,2790136,545
15010,NV,M,other,0,2,34,2,28,Nevada,2790136,545
15011,NV,F,General,1,1,34,4,28,Nevada,2790136,545
15012,NV,M,General,1,2,34,4,28,Nevada,2790136,545
15013,NV,F,General,1,1,34,4,28,Nevada,2790136,545
15014,NV,F,General,1,1,34,4,28,Nevada,2790136,545
15015,NV,M,General,1,2,34,4,28,Nevada,2790136,545
15016,NV,M,General,1,2,34,4,28,Nevada,2790136,545
15017,NV,F,other,1,1,34,2,28,Nevada,2790136,545
15018,NV,M,other,1,2,34,2,28,Nevada,2790136,545
15019,NV,F,other,0,1,34,2,28,Nevada,2790136,545
15020,NV,F,other,1,1,34,2,28,Nevada,2790136,545
15021,NV,M,other,1,2,34,2,28,Nevada,2790136,545
15022,NV,M,General,0,2,34,4,28,Nevada,2790136,545
15023,NV,F,General,0,1,34,4,28,Nevada,2790136,545
15024,NV,M,other,0,2,34,2,28,Nevada,2790136,545
