"","NPI","Gender","State","Credentials","Specialty","Opioid.Prescriber"
"12355",1710142484,"M","TX","M.D.","Emergency Medicine",1
"12356",1225145915,"M","CA","MD","Otolaryngology",1
"12357",1255374864,"M","CT","M.D.","Cardiology",0
"12358",1912015926,"M","WA","M.D.","Psychiatry & Neurology",0
"12359",1609005487,"F","IA","MD","Ophthalmology",0
"12360",1881892065,"F","PA","DO","Internal Medicine",1
"12361",1598920472,"M","NY","DMD FAGD","Dentist",1
"12362",1659649655,"F","VA","FNP","Nurse Practitioner",1
"12363",1003841800,"M","CA","MD","Internal Medicine",1
"12364",1639127756,"M","OH","MD","Family Practice",1
"12365",1376504985,"M","KY","MD","Nephrology",0
"12366",1518029958,"M","MI","DO","Cardiology",0
"12367",1306886379,"M","FL","MD","Orthopedic Surgery",1
"12368",1487710067,"F","MN","FNP-C","Nurse Practitioner",0
"12369",1053600197,"M","CA","M.D.","Multispecialty Clinic/Group Practice",0
"12370",1366659351,"F","VA","MD","Dermatology",0
"12371",1740366095,"M","GA","DDS","Dentist",1
"12372",1871839191,"F","OH","CNP","Nurse Practitioner",1
"12373",1770745978,"M","MA","M.D.","Dermatology",0
"12374",1245227149,"M","NY","M.D.","Psychiatry",0
"12375",1568453249,"M","NY","MD","Obstetrics/Gynecology",0
"12376",1245292002,"M","TX","MD","Orthopedic Surgery",1
"12377",1275685083,"M","CA","MD","Psychiatry",0
"12378",1801863204,"M","NJ","MD","Internal Medicine",1
"12379",1285835413,"M","IL","M.D.","Cardiology",0
"12380",1376549832,"M","NJ","M.D.","Otolaryngology",1
"12381",1891908844,"F","NY","DDS","Dentist",1
"12382",1992847586,"F","IL","M.D.","Family Practice",1
"12383",1659344398,"M","NC","M.D.","Family Practice",1
"12384",1003926437,"M","CA","MD","Psychiatry & Neurology",0
"12385",1588613095,"M","NC","D.O.","Internal Medicine",1
"12386",1487758660,"M","VA","MD","Otolaryngology",1
"12387",1144480302,"M","TX","MD","Physical Medicine and Rehabilitation",1
"12388",1407177595,"F","WI","MD","Internal Medicine",1
"12389",1346292539,"M","CA","MD","Hand Surgery",1
"12390",1700841350,"M","AZ","MD","Gastroenterology",0
"12391",1194880245,"M","TX","DDS","Dentist",1
"12392",1174816367,"F","NJ","D.M.D.","Dentist",0
"12393",1417156936,"F","CA","M.D.","Infectious Disease",1
"12394",1942318167,"M","CA","DMD","Dentist",0
"12395",1083722144,"M","CA","M.D.","Ophthalmology",0
"12396",1922389410,"M","WA","DDS","Dentist",0
"12397",1548222938,"M","FL","MD, PA","Ophthalmology",0
"12398",1194814020,"M","CA","D.O.","Family Practice",1
"12399",1528085057,"M","MO","MD","Neurosurgery",1
"12400",1376566182,"F","AR","PA-C","Physician Assistant",1
"12401",1053563965,"M","AZ","PA-C","Physician Assistant",1
"12402",1841292265,"M","MN","MD","Family Practice",1
"12403",1174533673,"F","IL","M.D.","Internal Medicine",1
"12404",1982954491,"F","OH","PA-C","Physician Assistant",1
"12405",1952372765,"F","CA","MD,MPH","Internal Medicine",1
"12406",1750585600,"M","TX","M.D.","Physical Medicine and Rehabilitation",1
"12407",1548286768,"M","MO","MD","Urology",1
"12408",1194818997,"M","ID","MD","Rheumatology",1
"12409",1841212289,"F","CA","MD","Obstetrics/Gynecology",0
"12410",1083657027,"M","TN","MD","Psychiatry",0
"12411",1558425579,"M","CA","DDS","Dentist",1
"12412",1013212794,"F","KY","PA","Physician Assistant",0
"12413",1205892403,"M","PA","MD","Family Practice",0
"12414",1295082063,"F","DE","FNP","Nurse Practitioner",1
"12415",1689964967,"F","NC","PA-C","Physician Assistant",1
"12416",1629123914,"M","IL","D.D.S.","Dentist",0
"12417",1952372351,"M","OH","MD","Otolaryngology",1
"12418",1427137025,"F","NY","F.N.P.","Nurse Practitioner",0
"12419",1235199456,"M","CO","MD","Allergy/Immunology",0
"12420",1962799734,"F","GA","MD","Family Practice",0
"12421",1265757322,"F","OR","PA","Physician Assistant",1
"12422",1992767610,"F","FL","M.D.","Obstetrics/Gynecology",0
"12423",1821070970,"M","NY","MD PHD","Internal Medicine",1
"12424",1841309804,"M","GA","MD","Emergency Medicine",1
"12425",1922121318,"M","WY","M.D.","Psychiatry",0
"12426",1639513948,"F","CT","ANP-BC","Nurse Practitioner",1
"12427",1528164878,"M","NY","D.M.D.","Dentist",0
"12428",1346227113,"M","OK","MD","Family Practice",1
"12429",1710936232,"M","NY","MD","Internal Medicine",1
"12430",1245506872,"F","CA","","Student in an Organized Health Care Education/Training Program",1
"12431",1750574190,"M","AZ","M.D.","Otolaryngology",1
"12432",1710098736,"M","CA","DDS","Dentist",0
"12433",1861415010,"M","PA","MD","Internal Medicine",0
"12434",1629309794,"F","VA","DMD","Dentist",1
"12435",1235211194,"F","CA","M.D.","Dermatology",0
"12436",1720130495,"M","FL","MD","Urology",1
"12437",1609814169,"M","TX","M.D.","Thoracic Surgery",1
"12438",1609801380,"M","WI","D.O.","Internal Medicine",1
"12439",1538218425,"M","VA","M.D.,F.A.C.O.G.","Obstetrics/Gynecology",0
"12440",1609871649,"F","IA","ARNP","Certified Nurse Midwife",0
"12441",1497718571,"M","FL","D.O","Family Practice",1
"12442",1427281583,"M","ND","O.D.","Optometry",0
"12443",1447400775,"M","KY","PA","Physician Assistant",0
"12444",1457543662,"M","CA","MD","Urology",1
"12445",1972872679,"F","MI","NP","Nurse Practitioner",0
"12446",1871738286,"F","TX","M.D.","Internal Medicine",1
"12447",1699839134,"M","SC","DMD","Dentist",1
"12448",1437259918,"M","FL","MD","Emergency Medicine",1
"12449",1174635536,"F","MD","MD","Family Practice",1
"12450",1578676656,"F","OH","DDS","Dentist",0
"12451",1902884000,"M","NC","M.D.","Nephrology",0
"12452",1063574812,"M","WI","O.D.","Optometry",0
"12453",1427098375,"M","PA","O.D.","Optometry",0
"12454",1336357748,"M","TX","D.M.D, M.S.","Dentist",1
"12455",1053308809,"F","NY","RPA-C","Physician Assistant",0
"12456",1396796660,"F","WI","PA C","Physician Assistant",1
"12457",1497749907,"F","VA","M.D.","Gynecological/Oncology",0
"12458",1952436669,"M","MD","M.D.","Internal Medicine",1
"12459",1174555742,"M","IL","M.D.","Internal Medicine",1
"12460",1740273499,"M","IL","DO","Family Practice",1
"12461",1245235084,"F","MO","MD","Obstetrics/Gynecology",0
"12462",1982743878,"F","KS","DMD","Dentist",1
"12463",1770919516,"F","NY","P.A.","Physician Assistant",1
"12464",1942241708,"M","LA","MD","Internal Medicine",0
"12465",1568578383,"F","PA","MD","Family Practice",0
"12466",1821076498,"M","MD","M.D.","Internal Medicine",1
"12467",1588093843,"M","NY","MD","Internal Medicine",1
"12468",1013099399,"F","TX","M.D.","Neurology",1
"12469",1679571632,"F","NY","DMD","Dentist",0
"12470",1366589707,"M","GA","DMD","Dentist",1
"12471",1982824538,"M","NC","D.D.S.","Dentist",0
"12472",1871581256,"M","OH","M.D.","Gastroenterology",0
"12473",1114183126,"F","WI","DDS","Dentist",0
"12474",1366561284,"M","TX","","Dentist",0
"12475",1689674111,"F","LA","M.D.","Internal Medicine",1
"12476",1215967328,"M","FL","MD","Psychiatry",0
"12477",1083695852,"F","VA","MD","Emergency Medicine",1
"12478",1104871581,"M","NC","MD","Infectious Disease",0
"12479",1780649137,"F","ME","NPC","Nurse Practitioner",1
"12480",1881988624,"F","MN","","Nurse Practitioner",1
"12481",1497737555,"M","VA","M.D.","Psychiatry",0
"12482",1528047552,"F","NY","DPM","Podiatry",1
"12483",1194768614,"M","MD","M.D.","Neurology",1
"12484",1659493856,"F","PA","CRNP","Nurse Practitioner",1
"12485",1306940762,"F","KY","APRN","Nurse Practitioner",1
"12486",1609961580,"M","NC","DMD","Dentist",1
"12487",1194933614,"F","CO","M.D.","Physical Medicine and Rehabilitation",1
"12488",1912345562,"F","NC","MD","Student in an Organized Health Care Education/Training Program",0
"12489",1932184249,"M","IA","M.D.","Internal Medicine",1
"12490",1538173141,"F","VI","M.D.","Family Practice",1
"12491",1043367642,"M","HI","DDS","Oral Surgery (dentists only)",1
"12492",1063401255,"M","TX","M.D.,P.A.","Ophthalmology",0
"12493",1619156890,"F","NM","CNP","Nurse Practitioner",1
"12494",1063471456,"M","CA","MD","Family Practice",1
"12495",1255466454,"M","MI","M.D., M.P.H.","Psychiatry",0
"12496",1376526889,"F","OK","DO","Family Practice",1
"12497",1023324415,"F","OR","NP","Nurse Practitioner",1
"12498",1447300389,"M","WA","M.D.","General Surgery",1
"12499",1225340417,"F","TX","M.D.","Internal Medicine",0
"12500",1063473411,"M","WI","MD","Medical Oncology",1
"12501",1508087255,"M","UT","D.O.","Emergency Medicine",1
"12502",1578766028,"F","IA","D.O","Emergency Medicine",1
"12503",1861423071,"M","MT","M.D.","Internal Medicine",1
"12504",1285600569,"M","MA","MD","General Surgery",1
"12505",1649201872,"F","WA","MD","Family Practice",1
"12506",1912011503,"F","CA","D.O.","Internal Medicine",1
"12507",1063526739,"F","IN","D.D.S.","Dentist",1
"12508",1427139583,"M","WA","DO","Family Practice",1
"12509",1174512263,"M","AZ","M.D.","Rheumatology",1
"12510",1285611889,"M","SC","DO","Internal Medicine",1
"12511",1922102029,"M","CA","MD PHD","Neurology",1
"12512",1649610528,"M","ID","MD","Family Practice",0
"12513",1689815458,"M","CA","M.D., PH.D.","Urology",1
"12514",1609836519,"M","IA","M.D.","Thoracic Surgery (Cardiothoracic Vascular Surgery)",0
"12515",1699924670,"F","MA","M.D., PH.D.","Neurology",1
"12516",1639173453,"M","OH","O.D.","Optometry",0
"12517",1316993231,"F","MN","M.D.","Emergency Medicine",1
"12518",1063735900,"M","TX","M.D.","Pediatric Medicine",0
"12519",1497810006,"M","MO","D.D.S.","Dentist",1
"12520",1619083292,"F","NY","NP","Nurse Practitioner",0
"12521",1447360367,"M","FL","D.O.","Family Practice",1
"12522",1043388515,"F","TN","FNP","Nurse Practitioner",0
"12523",1366510430,"F","IL","APN","Nurse Practitioner",0
"12524",1598011926,"F","NY","PA","Physician Assistant",0
"12525",1023128543,"F","CT","APRN,CS","Nurse Practitioner",0
"12526",1295822260,"M","TX","D.D.S.","Dentist",1
"12527",1881668986,"F","TX","MD","Family Practice",1
"12528",1053402354,"F","KS","M.D.","Family Practice",1
"12529",1033103221,"F","WA","OD","Optometry",0
"12530",1558420612,"F","CA","D.D.S.","Dentist",0
"12531",1134329741,"F","FL","ARNP","Nurse Practitioner",0
"12532",1780604819,"M","MS","M.D.","Urology",1
"12533",1487691234,"F","OK","DO","Anesthesiology",1
"12534",1619915998,"M","ND","MD","Family Practice",1
"12535",1083025647,"F","VA","D.O.","Student in an Organized Health Care Education/Training Program",0
"12536",1487661666,"F","MO","M.D.","Family Practice",1
"12537",1215913546,"M","OH","MD","Family Practice",1
"12538",1841246030,"M","IL","MD","Radiation Oncology",0
"12539",1417043068,"F","OH","DDS","Dentist",0
"12540",1760593032,"M","IL","M.D.","Family Practice",1
"12541",1518114891,"M","MI","PA","Physician Assistant",1
"12542",1275554131,"M","MI","MD","Internal Medicine",1
"12543",1669765814,"M","PA","M.D.","Internal Medicine",0
"12544",1841249604,"M","OH","MD","Family Practice",1
"12545",1881810240,"F","NC","MD","Dermatology",0
"12546",1588666929,"M","NC","PA","Physician Assistant",1
"12547",1528303468,"F","NJ","WHNP-BC","Nurse Practitioner",0
"12548",1871536920,"M","OK","MD","Gastroenterology",0
"12549",1093804882,"M","ME","MD","Gastroenterology",0
"12550",1275646333,"M","CA","M.D.","Emergency Medicine",1
"12551",1629386230,"M","CA","NP-C","Nurse Practitioner",0
"12552",1902869118,"F","WA","A.R.N.P.","Nurse Practitioner",1
"12553",1134284508,"M","IN","D.D.S.","Dentist",1
"12554",1669633129,"M","FL","M.D.","Psychiatry",0
"12555",1942256169,"M","NV","MD","Family Practice",0
"12556",1700815644,"F","IN","MD","Internal Medicine",1
"12557",1487723011,"F","VA","","Internal Medicine",0
"12558",1669416574,"M","NY","DPM","Podiatry",0
"12559",1225137318,"M","AR","D.D.S.","Dentist",1
"12560",1821436775,"M","NC","M.D.","Student in an Organized Health Care Education/Training Program",1
"12561",1497724678,"M","IN","DO","General Practice",1
"12562",1831113026,"F","IN","APRN-BC, ND","Nurse Practitioner",1
"12563",1437583986,"F","MN","NP-C","Nurse Practitioner",1
"12564",1134165178,"M","TN","MD","Family Practice",1
"12565",1023077336,"M","AR","","Family Practice",1
"12566",1295990950,"M","OK","D.O.","Family Practice",1
"12567",1942395546,"M","OH","M.D.","Emergency Medicine",1
"12568",1336275320,"M","SD","M.D.","Psychiatry",0
"12569",1760672992,"F","NY","LPN, RN, ANP","Nurse Practitioner",1
"12570",1639335771,"F","CA","PA","Physician Assistant",1
"12571",1528352770,"F","AZ","D.O.","Internal Medicine",1
"12572",1184763583,"M","MD","DPM","Podiatry",1
"12573",1063748531,"M","MD","","Internal Medicine",1
"12574",1588693931,"M","OH","D.D.S.","Dentist",0
"12575",1477664274,"M","PA","MD","Medical Oncology",1
"12576",1912065640,"M","PA","MD","Family Practice",1
"12577",1093989394,"F","CA","M.D.","Psychiatry",0
"12578",1447338405,"M","OH","D.D.S.","Dentist",0
"12579",1124350442,"M","TX","MD","Obstetrics/Gynecology",0
"12580",1801232327,"F","AR","M. D.","Student in an Organized Health Care Education/Training Program",0
"12581",1639206188,"M","TX","DDS","Dentist",0
"12582",1750444915,"F","NM","MD","Medical Oncology",1
"12583",1437367380,"F","MA","NP-C","Nurse Practitioner",0
"12584",1114018199,"M","CA","MD","Vascular Surgery",0
"12585",1508141755,"F","FL","ARNP","Nurse Practitioner",0
"12586",1003043993,"F","CA","M.D.","Psychiatry",0
"12587",1942224993,"M","NY","P.A.","Physician Assistant",1
"12588",1306833470,"M","MI","MD","Physical Medicine and Rehabilitation",1
"12589",1447251178,"M","TX","MD","Cardiac Electrophysiology",1
"12590",1457352601,"M","MA","M.D.","Orthopaedic Surgery",0
"12591",1871569616,"M","NJ","M.D.","Neurology",1
"12592",1366406217,"M","OK","M.D.","Urology",1
"12593",1659352623,"M","PA","MD","Anesthesiology",0
"12594",1881667210,"M","OK","MD","Emergency Medicine",1
"12595",1295804201,"M","CA","M.D.","Emergency Medicine",1
"12596",1528268810,"M","MO","MD","Internal Medicine",0
"12597",1780811653,"M","FL","M.D.","Allergy/Immunology",0
"12598",1396785994,"M","NC","MD","Nephrology",1
"12599",1609044494,"F","MN","MD","Internal Medicine",1
"12600",1790716744,"M","AL","M.D.","Ophthalmology",0
"12601",1295822781,"M","PA","DMD","Dentist",0
"12602",1942563143,"M","TX","M.D.","Emergency Medicine",1
"12603",1194771386,"M","FL","M.D.","Internal Medicine",1
"12604",1700839107,"M","IA","M.D.","Diagnostic Radiology",0
"12605",1568469781,"F","CA","M.D.","Obstetrics/Gynecology",0
"12606",1245552447,"F","MD","","Student in an Organized Health Care Education/Training Program",0
"12607",1285744029,"M","TX","PA-C","Physician Assistant",0
"12608",1568562247,"F","CA","DO","Internal Medicine",1
"12609",1356772941,"F","FL","NP-C","Nurse Practitioner",1
"12610",1346517927,"F","TN","FNP-BC","Nurse Practitioner",1
"12611",1316980428,"M","NY","MD","Orthopedic Surgery",0
"12612",1144208653,"F","CA","N.P.","Nurse Practitioner",1
"12613",1467432096,"M","MN","M.D.","Gastroenterology",1
"12614",1740293745,"F","NY","","Psychiatry",0
"12615",1316136625,"F","PA","CRNP","Nurse Practitioner",0
"12616",1144361593,"M","NY","MD","Family Practice",1
"12617",1215295563,"F","NY","M.D. ,PH.D.","Student in an Organized Health Care Education/Training Program",0
"12618",1356368146,"M","NY","MD","Family Practice",0
"12619",1912058355,"M","OH","DDS","Dentist",0
"12620",1548321078,"M","UT","O.D, F.A.A.O.","Optometry",0
"12621",1487732384,"M","IL","MD","Nephrology",1
"12622",1053746156,"M","OH","M.D","Student in an Organized Health Care Education/Training Program",0
"12623",1326257668,"M","NJ","M.D.","Internal Medicine",1
"12624",1710307806,"M","CA","DNP","Nurse Practitioner",1
"12625",1316988546,"M","PA","PA-C","Physician Assistant",1
"12626",1932400991,"F","MN","C- NP","Nurse Practitioner",1
"12627",1003090358,"M","MN","M.D.","Critical Care (Intensivists)",0
"12628",1700896032,"F","OH","MD","Emergency Medicine",1
"12629",1821252800,"F","MN","DO","Family Practice",1
"12630",1295986982,"F","ME","D.M.D.","Dentist",0
"12631",1922291905,"M","LA","M.D.","Family Practice",1
"12632",1972679918,"F","GA","M.D.","Internal Medicine",1
"12633",1639280829,"M","FL","MD","General Practice",1
"12634",1215284815,"M","MD","CRNP PMH","Nurse Practitioner",0
"12635",1902915879,"M","VA","P.A.","Physician Assistant",1
"12636",1093942799,"M","WA","MD","Family Practice",1
"12637",1851309033,"F","MO","DO","Internal Medicine",1
"12638",1720044621,"F","OH","CNP","Nurse Practitioner",1
"12639",1912972720,"M","CT","MD","Internal Medicine",0
"12640",1669411542,"M","CA","MD","Internal Medicine",1
"12641",1003923319,"M","NV","MD","Nephrology",0
"12642",1962408229,"F","PA","PAC","Physician Assistant",0
"12643",1649459652,"F","CA","NP","Nurse Practitioner",0
"12644",1679686547,"M","UT","O.D.","Optometry",0
"12645",1760643803,"F","MI","M.D.","Internal Medicine",0
"12646",1205892163,"M","NY","MD","Urology",0
"12647",1558395269,"M","SC","MD","Cardiology",0
"12648",1629177571,"M","MD","M.D.","General Surgery",1
"12649",1215255633,"M","TX","MD","Emergency Medicine",1
"12650",1407870603,"M","NC","D.M.D.","Dentist",0
"12651",1730300344,"M","SD","DDS","Dentist",0
"12652",1295809648,"M","MN","D.D.S.","Dentist",0
"12653",1770644627,"M","IA","M.D.","Orthopedic Surgery",1
"12654",1215173364,"M","GA","RN, BSN, CRNA, MSN","Registered Nurse",0
"12655",1659670123,"F","NJ","M.D.","Endocrinology",0
"12656",1265581284,"M","NC","M.D.","Family Practice",1
"12657",1982644803,"M","MI","DO","Family Practice",1
"12658",1245276187,"M","CA","M.D.","Orthopedic Surgery",1
"12659",1659396539,"M","TX","MD","Infectious Disease",1
"12660",1447571674,"F","TX","","Dentist",0
"12661",1427047828,"F","MA","M.D.","Internal Medicine",1
"12662",1730447756,"M","TX","M.D.","Internal Medicine",1
"12663",1114937703,"M","SD","D.O.","Psychiatry",1
"12664",1710279393,"M","KY","M.D.","Emergency Medicine",1
"12665",1336265297,"M","IL","D.O.","Thoracic Surgery",1
"12666",1346290772,"M","CA","M.D","Emergency Medicine",1
"12667",1124129770,"M","OH","D.D.S.","Dentist",0
"12668",1629017173,"M","TX","MD","Family Practice",1
"12669",1114001708,"M","TX","DDS","Dentist",1
"12670",1184812224,"F","DE","PA-C","Physician Assistant",1
"12671",1790837078,"F","NE","APRN, PHD.","Psychologist (billing independently)",0
"12672",1871814624,"M","NY","M.D.","Family Practice",1
"12673",1013905884,"M","PA","MD","Obstetrics/Gynecology",0
"12674",1508941857,"M","GA","MD","Internal Medicine",1
"12675",1255629267,"M","ID","NP","Nurse Practitioner",1
"12676",1356308134,"M","NC","MD","General Practice",1
"12677",1831202480,"M","SC","MD","Internal Medicine",1
"12678",1295926863,"M","WI","DDS","Dentist",0
"12679",1437240694,"M","IN","MD","Family Practice",1
"12680",1265533095,"M","NC","M.D.","Orthopedic Surgery",1
"12681",1376626663,"F","IN","MD","Family Practice",1
"12682",1780832774,"M","NY","M.D.","Neurology",0
"12683",1952374563,"M","NJ","DPM","Podiatry",0
"12684",1043216146,"M","OK","O.D.","Optometry",0
"12685",1790758001,"F","TX","MD","Ophthalmology",0
"12686",1194027540,"F","NH","APRN","Nurse Practitioner",1
"12687",1447212709,"M","KS","M.D.","Internal Medicine",1
"12688",1891888327,"M","CA","MD","Cardiology",1
"12689",1730446204,"M","SD","M.D.","Psychiatry",0
"12690",1588923049,"M","WV","M.D.","Student in an Organized Health Care Education/Training Program",1
"12691",1740237288,"F","KY","APRN","Nurse Practitioner",0
"12692",1467454124,"M","IL","M.D.","Ophthalmology",0
"12693",1831409226,"F","PA","CRNP","Nurse Practitioner",0
"12694",1760566798,"M","OH","D.M.D.","Dentist",0
"12695",1710914510,"F","AL","M.D.","Family Practice",1
"12696",1609981125,"F","CA","N.P.","Psychiatry & Neurology",0
"12697",1003917147,"F","CA","MD","Emergency Medicine",1
"12698",1609802735,"F","MN","DO","Family Practice",0
"12699",1770584823,"M","NJ","M.D.","Urology",1
"12700",1487681011,"M","OK","D.D.S.","Dentist",1
"12701",1609197326,"M","MA","M.D.","Internal Medicine",0
"12702",1003095654,"M","AR","MD, MPH","Cardiology",0
"12703",1497783583,"F","NY","MD","Internal Medicine",0
"12704",1881868669,"F","MN","MD","Internal Medicine",0
"12705",1265685754,"F","WI","PA-C","Physician Assistant",1
"12706",1639109036,"M","WA","M.D.","Psychiatry",1
"12707",1710056064,"F","DC","M.D.","Internal Medicine",1
"12708",1952415101,"M","OH","DPM","Podiatry",1
"12709",1275890600,"M","MI","D.P.M","Podiatry",1
"12710",1306878558,"F","IL","MD","Endocrinology",0
"12711",1902846819,"M","TX","M.D.","Orthopedic Surgery",1
"12712",1760595243,"M","KY","M.D.","Physical Medicine and Rehabilitation",1
"12713",1821199670,"M","MI","D.D.S.","Dentist",0
"12714",1689617763,"F","FL","MD","Allergy/Immunology",0
"12715",1235237090,"M","OH","M.D.","Gastroenterology",0
"12716",1750433686,"M","AR","DDS","Dentist",1
"12717",1245206820,"M","VA","M.D.,","Orthopedic Surgery",1
"12718",1871782953,"M","CA","M.D.","Family Practice",1
"12719",1306977483,"F","CO","","Nurse Practitioner",0
"12720",1083604276,"F","MI","D.D.S","Dentist",0
"12721",1992836829,"M","CA","D.D.S.","Dentist",0
"12722",1609991066,"M","NJ","DMD","Dentist",0
"12723",1558503680,"M","IN","M.D.","Family Practice",1
"12724",1548322803,"F","MI","DDS","Dentist",0
"12725",1639378706,"F","NC","FNP","Nurse Practitioner",0
"12726",1912154113,"M","CA","MD","Psychiatry",0
"12727",1588975585,"F","CO","MD","Psychiatry & Neurology",0
"12728",1215907084,"M","PA","MD","Gynecological/Oncology",1
"12729",1538344619,"F","AL","N.P.","Nurse Practitioner",0
"12730",1306865530,"F","VT","C.N.M.","Certified Nurse Midwife",0
"12731",1437284155,"M","MI","DDS","Dentist",0
"12732",1235186776,"F","MD","P.A.-C","Physician Assistant",1
"12733",1467643486,"F","CA","O.D.","Optometry",0
"12734",1063512994,"M","OH","D.D.S.","Dentist",0
"12735",1457639544,"M","IA","PA-C","Physician Assistant",1
"12736",1023211547,"M","TX","M.D.","Urology",1
"12737",1487977054,"F","MN","DNP, FNP-BC","Nurse Practitioner",1
"12738",1962775072,"F","VA","FNP-BC","Nurse Practitioner",1
"12739",1811071459,"M","WA","DDS","Dentist",1
"12740",1427284553,"F","TX","D.O.","Family Practice",1
"12741",1427015502,"M","MO","MD","Allergy/Immunology",0
"12742",1598744344,"M","NJ","M.D.","Internal Medicine",1
"12743",1386615425,"M","NJ","M.D.","Colorectal Surgery (formerly proctology)",1
"12744",1639218266,"F","CA","MD","Ophthalmology",0
"12745",1750369427,"M","MN","M.D.","Neurology",1
"12746",1629396486,"M","FL","M.D.","Rheumatology",1
"12747",1770560617,"F","CO","M.D.","Vascular Surgery",0
"12748",1730143611,"F","OH","MD","Infectious Disease",1
"12749",1023026127,"M","FL","D.O.","Family Practice",1
"12750",1588632343,"M","MO","FNP","Nurse Practitioner",1
"12751",1760451181,"F","TX","D.O.","Physical Medicine and Rehabilitation",1
"12752",1669685111,"F","CA","M.D.","Pulmonary Disease",0
"12753",1154382216,"F","CA","CNM","Midwife",0
"12754",1902847353,"F","AZ","M.D.","Family Practice",1
"12755",1871898320,"F","MI","P.A.","Physician Assistant",1
"12756",1578557872,"F","MO","M.D.","Family Practice",1
"12757",1942241922,"F","MS","M.D.","Pediatric Medicine",0
"12758",1922029891,"M","CO","DMD","Dentist",1
"12759",1386804532,"F","MN","F.N.P","Nurse Practitioner",1
"12760",1588794085,"M","CA","M.D.","Internal Medicine",1
"12761",1255303244,"F","NY","MD","Otolaryngology",0
"12762",1558583468,"F","IL","PA-C","Physician Assistant",0
"12763",1386730661,"M","CT","MD","Orthopedic Surgery",1
"12764",1952334856,"M","CA","M.D.","Podiatry",0
"12765",1629170246,"M","MD","M.D.","Gastroenterology",1
"12766",1598821639,"M","NY","D.D.S.","Dentist",0
"12767",1861616922,"M","NY","M.D.","Orthopedic Surgery",1
"12768",1295860518,"F","WA","P.A.","Physician Assistant",0
"12769",1790961662,"F","GA","M.D.","Internal Medicine",0
"12770",1730269473,"M","GA","MD","Orthopedic Surgery",1
"12771",1023336104,"M","NE","D.D.S.","Oral Surgery (dentists only)",1
"12772",1447387428,"M","CO","MD","Family Practice",1
"12773",1821100587,"F","NY","MD","Obstetrics/Gynecology",0
"12774",1750549168,"F","SC","M.D.","Internal Medicine",1
"12775",1124001458,"M","IN","M.D.","Family Practice",1
"12776",1881982486,"F","MI","","Internal Medicine",0
"12777",1164583001,"M","MS","MD","Internal Medicine",1
"12778",1912973264,"F","GA","M.D.","Ophthalmology",0
"12779",1962419895,"M","OR","MD","Neurology",1
"12780",1477631182,"M","CA","MD","Internal Medicine",1
"12781",1376545053,"M","GA","M.D.","Cardiology",0
"12782",1154495356,"F","AZ","PA-C","Physician Assistant",0
"12783",1386703908,"M","CA","MD","Internal Medicine",1
"12784",1669493375,"M","CA","DO","Emergency Medicine",1
"12785",1184635849,"M","CT","DMD","Dentist",0
"12786",1184751612,"F","MA","PHARM.D.","Pharmacist",0
"12787",1578666129,"M","CA","M.D","Specialist",1
"12788",1992842496,"M","NJ","DMD","Oral Surgery (dentists only)",1
"12789",1740293646,"M","CA","P.A.","Physician Assistant",1
"12790",1568434801,"F","NC","DO","Psychiatry & Neurology",0
"12791",1649422379,"F","FL","ARNP","Nurse Practitioner",0
"12792",1275747842,"F","TX","MD","Family Practice",1
"12793",1619276516,"M","LA","","Internal Medicine",0
"12794",1376520148,"M","GA","M.D.","Medical Oncology",1
"12795",1679689913,"M","OH","MD","Obstetrics/Gynecology",0
"12796",1336176486,"M","MI","MD","Internal Medicine",1
"12797",1568654119,"F","PA","DMD","Dentist",0
"12798",1497195069,"F","NY","M.D","Student in an Organized Health Care Education/Training Program",0
"12799",1366435794,"M","MD","MD","Internal Medicine",0
"12800",1073655353,"F","FL","A.R.N.P.","Nurse Practitioner",1
"12801",1124302567,"F","MI","M.D.","Emergency Medicine",1
"12802",1164566964,"M","CO","PA-C","Physician Assistant",1
"12803",1043260672,"F","MD","M.D.","Allergy/Immunology",0
"12804",1174616619,"M","TX","MD","Endocrinology",0
"12805",1043201478,"M","IL","MD","Orthopedic Surgery",1
"12806",1154419851,"M","NJ","MD","Psychiatry",0
"12807",1750589644,"M","NY","D.D.S.","Dentist",0
"12808",1063715373,"F","MD","NP-C","Nurse Practitioner",1
"12809",1144257536,"M","CA","MD","Otolaryngology",0
"12810",1508129586,"F","SD","O.D.","Optometry",0
"12811",1356380281,"F","IL","M.D.","Dermatology",0
"12812",1194847947,"F","MO","DPM","Podiatry",1
"12813",1003880006,"M","PA","M.D.","Gastroenterology",0
"12814",1245298959,"M","UT","M.D.","Otolaryngology",1
"12815",1780818120,"M","MN","M.D.","Emergency Medicine",1
"12816",1497747075,"M","NC","MD","Pulmonary Disease",0
"12817",1508021353,"M","WI","MD","Internal Medicine",1
"12818",1295017895,"M","CA","M.D.","Emergency Medicine",1
"12819",1962411652,"M","PA","MD","Emergency Medicine",1
"12820",1629007042,"M","TN","D.D.S.","Dentist",1
"12821",1992821334,"M","CA","DDS","Dentist",0
"12822",1639449390,"M","CA","MD","Anesthesiology",0
"12823",1780630574,"M","SC","MD","Orthopedic Surgery",1
"12824",1992756712,"M","PA","MD","Internal Medicine",1
"12825",1245270453,"M","FL","MD","Internal Medicine",1
